date,portfolio_1,portfolio_2,portfolio_3,portfolio_4,portfolio_5,portfolio_6,portfolio_7,portfolio_8,portfolio_9,portfolio_10,portfolio_11,portfolio_12,portfolio_13,portfolio_14,portfolio_15
2016-01-01,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2016-01-04,1010.3667262969587,999.3773072747014,983.7005928853756,979.7086801426873,986.9386061946902,969.5675171126322,991.0645161290323,981.2159899539557,980.9376069839095,972.2527536911177,975.3025034770515,976.9064516129033,989.4090382387022,966.9050766790058,1001.3253287070856
2016-01-05,1013.3720930232558,1008.7638436482084,957.4160079051384,972.5921521997622,988.04203539823,949.3940572495333,1000.5284629981026,979.5458350774384,976.9250684697021,979.7334192641199,979.4645340751044,957.0851612903226,990.8538528389339,973.235060814384,1000.7788531775018
2016-01-06,1026.0509838998212,1009.1248642779587,947.5592885375495,948.475029726516,977.3230088495575,925.1859054138146,997.1214421252372,955.7461280870659,937.0558028072576,976.2268572767751,980.1582058414466,906.1161290322582,999.5227404403244,976.400052882073,1000.4145361577795
2016-01-07,1040.9838998211092,1035.6959826275786,969.2440711462451,936.6141498216409,968.3379424778761,919.599408836341,993.3358633776091,999.5876935956469,926.2134115029099,945.3691117881414,979.4645340751044,887.8393548387098,999.233777520278,988.5325224748811,978.5555149744341
2016-01-08,1031.7799642218245,1004.9370249728555,950.1877470355732,940.9631391200951,967.8650442477876,936.3588985687618,987.6574952561671,1031.7381749686062,916.5662444368368,945.3691117881414,990.5632823365787,883.4632258064518,1000.100666280417,1009.6324695928082,975.0945032870709
2016-01-11,1029.901610017889,1001.1824104234527,929.8171936758894,904.9851367419739,969.441371681416,900.6673926571251,991.4430740037952,997.5000000000001,882.1608610065047,922.2258026716661,975.9961752433938,837.127741935484,995.4772595596754,989.5875198307776,969.4475894813735
2016-01-12,1019.3828264758497,992.8789359391965,923.2460474308301,904.1944114149821,970.8600663716815,887.6322339763535,1019.0777988614802,944.0550439514443,861.2444368366996,915.9139910944457,989.8696105702367,811.3858064516129,1010.792294322132,1015.4349550502382,966.8973703433163
2016-01-13,1021.2611806797853,1022.1216069489684,950.8448616600792,907.7526753864447,979.5298672566372,897.5637834474177,1016.8064516129034,956.1636668061952,843.9990585415953,914.5113662995077,993.3379694019475,808.0393548387098,1017.1494785631517,1008.577472236912,969.2654309715123
2016-01-14,1008.3944543828263,992.6623235613462,977.7865612648224,916.4506539833532,975.7466814159293,886.7011512134413,1026.2703984819739,910.2344077019676,851.8533892502567,923.8621982657605,993.3379694019475,826.5735483870968,1019.7501448435687,989.0600211528294,958.1537618699782
2016-01-15,1024.4543828264757,1003.3485342019542,980.415019762846,908.5434007134363,968.0226769911505,901.5984754200375,1021.3491461100572,888.1048555881123,809.7644214310166,908.6670963206,1007.9050764951324,782.2974193548387,1015.9936268829662,999.6099947117929,936.2947406866327
2016-01-19,1022.8577817531303,1019.5944625407166,969.2440711462452,914.473840665874,984.7317477876107,910.5989421281893,1025.513282732448,880.1716199246549,787.4820267031837,924.5635106632294,1020.3911682892908,761.1890322580646,1021.1949594438005,1001.1924907456373,948.3172023374727
2016-01-20,1038.823792486583,1022.4104234527686,931.7885375494072,882.4494649227111,976.8501106194692,872.1141879278159,1015.6707779886151,886.434700711595,749.4055973981511,916.1477618936019,1023.1658553546594,729.783870967742,1010.2143684820392,994.8625066102592,933.926680058437
2016-01-21,1031.1225402504472,1017.6449511400649,949.5306324110672,904.5897740784781,978.7417035398233,886.0804293714998,1045.1982922201141,893.1153202176644,777.8348596371104,933.4468010311693,1018.3101529902643,760.1593548387098,1015.4157010428735,1002.2474881015337,955.7857012417826
2016-01-22,1029.6198568872985,1014.9733984799129,947.5592885375495,917.2413793103449,984.4164823008853,891.3565650280027,1044.8197343453512,893.950397655923,860.2199589181785,936.2520506210451,1027.327885952712,828.6329032258064,1013.1039976825027,1003.3024854574301,969.6297479912346
2016-01-25,1038.354203935599,1029.1976112920736,926.5316205533597,920.7996432818074,971.0176991150445,874.9074362165527,1041.412713472486,899.7959397237337,811.1303919890445,934.1481134286383,1025.940542420028,781.0103225806452,1017.7274044032443,1015.9624537281862,963.4363586559534
2016-01-26,1052.441860465116,1051.5808903365905,921.2747035573124,922.7764565992866,968.0226769911507,878.0110454262602,1053.9051233396585,901.0485558811217,837.766817870592,952.6160065619873,1024.5531988873436,809.583870967742,1013.1039976825028,1022.8199365415124,971.9978086194304
2016-01-27,1048.4033989266543,1043.999457111835,892.3616600790515,934.6373365041618,959.3528761061949,857.8375855631614,1067.1546489563568,900.6310171619924,885.3196679219442,965.005858917272,1024.5531988873436,831.4645161290323,1020.6170336037079,1005.4124801692227,985.4775383491601
2016-01-28,1048.2155635062609,1027.6091205211726,870.6768774703559,942.1492271105828,967.2345132743365,866.2173304293717,1055.4193548387098,911.0694851402259,891.8934012324543,959.161588938364,1014.1481223922115,855.1470967741936,1002.9902954808806,996.4450026441037,980.194941563185
2016-01-29,1048.4973166368513,1028.4033659066233,863.4486166007906,920.0089179548157,963.6089601769914,856.9065028002491,1070.5616698292222,959.5039765592296,920.9202755905508,966.40848371221,1032.1835883171073,865.4438709677419,1019.7501448435689,1011.2149656266525,976.3696128560995
2016-02-01,1043.0904469997874,1025.1502881052265,866.0515002804003,863.3606531081563,928.3353810805124,864.3527152168763,1065.168768370621,956.7493492757168,917.1863624731564,979.9363581931815,1038.8124596624712,892.5018473764911,1002.3412628887694,990.9906663141195,971.5239266293322
2016-02-02,1043.3436857584668,1029.924773811638,862.7968005090077,818.0704509816793,903.5986179759689,870.6060708735898,1073.0164271911467,959.0624869994631,916.2319541875443,996.6978895598568,1038.0757132371787,860.1715819194535,954.6107265607328,997.9152905352585,949.5375294213134
